location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot,home/away,lat/lng,game_season,is_goal
-98.0,104.0,8.0,42.18,0.0,37.0,34.0,Left Side(L),Mid Range,8-16 ft.,shot - 15,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,6.0,3.0,0.0,50.1,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ SAC,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,3.0,3.0,16.4,51.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 5,MANU @ SAC,"42.982923, -71.446094",1999-00,0.0
78.0,83.0,0.0,31.18,0.0,7.0,31.0,Right Side(R),Goal Line,8-16 ft.,shot - 15,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,0.0
108.0,128.0,11.0,3.5,0.0,12.0,36.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 4,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2005-06,1.0
130.0,121.0,10.0,4.0,0.0,24.5,37.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,45.6,40.68,0.0,68.1,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,1.0
-149.0,-10.0,3.5,4.0,47.304,31.0,34.0,Left Side(L),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,44.32,4.0,0.0,51.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,1.0
-42.0,72.0,2.0,3.5,0.0,43.0,35.7,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,0.0
-91.0,149.0,1.0,3.5,0.0,35.1,37.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,50.6,1.0,0.0,56.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,49.82,1.0,0.0,15.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,2.0,43.18,40.9,20.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,0.0
-113.0,0.0,0.0,2.0,0.0,47.8928,31.0,Left Side(L),Mid Range,Less Than 8 ft.,shot - 32,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,8.0,2.0,0.0,31.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
35.0,61.0,5.0,2.0,34.4,36.0,27.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,0.0,2.0,0.0,21.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,20.32,3.0,0.0,0.0,18.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,9.0,3.0,23.804,16.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. PHX,"42.982923, -71.446094",2005-06,1.0
-27.0,0.0,4.0,3.0,0.0,4.0,42.0,Center(C),Mid Range,16-24 ft.,shot - 25,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,0.0
14.0,177.0,0.0,3.0,25.804,75.8928,28.5,Center(C),Mid Range,16-24 ft.,shot - 3,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,0.0
-6.0,181.0,0.0,3.0,38.9,0.0,38.0,Center(C),Mid Range,16-24 ft.,shot - 44,shot - 3,MANU vs. PHX,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,10.0,4.0,0.0,48.3928,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. PHX,"42.982923, -71.446094",2005-06,1.0
121.0,89.0,36.32,1.0,0.0,52.0,57.86400000000001,Right Side(R),Mid Range,8-16 ft.,shot - 12,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
-44.0,46.0,8.0,1.0,0.0,9.0,20.2,Center(C),Goal Line,Less Than 8 ft.,shot - 6,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
-182.0,186.0,2.0,1.0,0.0,51.0,46.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 56,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
0.0,0.0,3.0,1.0,0.0,73.1,36.7,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ LAC,"34.189593, -118.471724",2005-06,0.0
149.0,5.0,0.0,17.94016173084132,0.0,52.3928,53.7,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
0.0,0.0,3.0,2.0,0.0,32.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
-74.0,124.0,0.0,2.0,0.0,29.0,68.2,Left Side(L),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
0.0,0.0,10.0,3.0,0.0,73.6,35.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
-38.0,40.0,8.0,3.0,27.964,36.0,25.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
0.0,0.0,8.0,3.0,0.0,8.0,20.0,Center(C),Mid Range,Less Than 8 ft.,shot - 4,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
149.0,12.0,7.0,3.0,0.0,44.0,27.0,Right Side(R),Mid Range,8-16 ft.,shot - 14,shot - 3,MANU @ SAC,"34.189593, -118.471724",1999-00,0.0
0.0,0.0,13.82,44.8,67.304,4.5,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
121.0,27.0,6.0,3.0,0.0,54.6,69.7,Center(C),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
48.0,33.0,4.0,3.0,0.0,15.0,51.7,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 4,MANU @ LAC,"34.189593, -118.471724",2005-06,1.0
0.0,0.0,59.6,4.0,0.0,17.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
0.0,0.0,10.0,4.0,0.0,57.0,56.2,Center(C),Goal Area,Less Than 8 ft.,shot - 32,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
0.0,0.0,9.0,4.0,0.0,34.1,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ LAC,"34.189593, -118.471724",1999-00,1.0
0.0,0.0,8.0,4.0,19.4,42.0,38.2,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ LAC,"34.189593, -118.471724",2005-06,1.0
12.0,51.0,6.0,4.0,28.804,8.0,25.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
-38.0,130.0,5.0,4.0,0.0,46.0,28.2,Center(C),Goal Line,8-16 ft.,shot - 47,shot - 3,MANU @ LAC,"34.189593, -118.471724",1999-00,0.0
-106.0,111.0,10.0,1.0,0.0,13.5,29.7,Left Side(L),Mid Range,8-16 ft.,shot - 51,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,8.0,56.18,43.464,34.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
93.0,76.0,2.0,1.0,0.0,12.0,32.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
-36.0,100.0,1.0,1.0,0.0,58.6,30.0,Center(C),Goal Line,8-16 ft.,shot - 17,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
108.0,128.0,2.4320844979574283,1.0,0.0,42.0,42.2,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
1.0,162.0,0.0,14.3,0.0,27.0,36.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
-119.0,-16.0,7.432084497957428,2.0,0.0,50.0,53.36400000000001,Left Side(L),Mid Range,8-16 ft.,shot - 21,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
121.0,33.0,10.0,2.0,0.0,26.0,32.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
-164.0,48.0,4.0,2.0,0.0,12.0,37.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,3.0,2.0,50.964,40.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
158.0,5.0,1.0,2.0,52.304,17.0,35.0,Right Side(R),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,0.0,2.0,22.804,51.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
-134.0,222.0,32.1,2.0,0.0,34.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
8.0,111.0,9.0,3.0,44.80399999999999,9.0,31.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU @ SAC,"42.982923, -71.446094",1999-00,1.0
-63.0,121.0,6.432084497957428,3.0,0.0,32.0,21.2,Center(C),Goal Line,8-16 ft.,shot - 4,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,6.0,3.0,0.0,49.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,6.0,3.0,57.304,22.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
-42.0,209.0,3.0,3.0,0.0,55.0,30.5,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,7.0,4.0,0.0,50.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 5,MANU vs. LAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,5.0,4.0,0.0,61.1,16.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
130.0,-27.0,30.32,1.0,0.0,17.0,33.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
-134.0,5.0,8.0,1.0,40.304,2.0,26.5,Left Side(L),Mid Range,8-16 ft.,shot - 34,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
63.0,66.0,7.0,1.0,0.0,25.0,29.0,Right Side(R),Goal Line,Less Than 8 ft.,shot - 31,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
-106.0,166.0,2.5,1.0,0.0,14.0,39.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
130.0,222.0,7.0,16.68,0.0,8.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 36,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
143.0,38.0,6.0,2.0,11.9,65.3928,31.2,Right Side(R),Mid Range,8-16 ft.,shot - 36,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
35.0,205.0,2.0,2.0,0.0,80.1,40.0,Center(C),Mid Range,16-24 ft.,shot - 30,shot - 3,MANU vs. CHH,"42.982923, -71.446094",2005-06,0.0
29.0,61.0,56.82,2.0,0.0,16.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
42.0,48.0,1.0,2.5,0.0,0.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 44,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,0.0
0.0,171.0,10.0,3.0,18.464,57.6,39.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 56,shot - 3,MANU @ SAC,"42.982923, -71.446094",2005-06,1.0
100.0,233.0,4.5,4.0,0.0,37.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 23,shot - 3,MANU @ SAC,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,5.0,23.8,0.0,49.0,60.7,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. CHH,"42.982923, -71.446094",1999-00,1.0
132.0,21.0,4.0,1.0,0.0,19.5,33.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,0.0
-119.0,-3.0,6.0,1.0,0.0,63.1,31.0,Left Side(L),Mid Range,8-16 ft.,shot - 45,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,1.0
162.0,177.0,4.0,1.0,0.0,52.0,44.2,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,1.0
-126.0,66.0,2.0,54.18,0.0,71.1,34.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,0.0
169.0,5.0,5.0,2.0,0.0,9.0,36.0,Right Side(R),Mid Range,16-24 ft.,shot - 28,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,0.0
154.0,76.0,39.82,2.0,0.0,52.0,37.0,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,0.0
102.0,233.0,1.0,2.0,0.0,81.3928,57.7,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,1.0
-12.0,38.0,5.0,3.0,0.0,16.0,23.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ SEA,"42.982923, -71.446094",1999-00,1.0
-18.0,261.0,14.1,3.0,0.0,11.0,46.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAC,"47.633181, -122.308343",1999-00,0.0
-96.0,239.0,5.5,4.0,39.804,42.0,53.7,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",2005-06,0.0
-3.0,33.0,8.0,4.0,0.0,45.0,21.5,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ SEA,"47.633181, -122.308343",1999-00,1.0
-113.0,128.0,6.0,45.18,0.0,49.0,30.364,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ SAC,"47.633181, -122.308343",1999-00,1.0
0.0,0.0,10.0,1.0,0.0,12.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. DEN,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,8.0,1.0,0.0,34.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 12,shot - 3,MANU vs. DEN,"42.982923, -71.446094",1999-00,1.0
-85.0,132.0,4.0,1.0,32.964,42.0,35.0,Left Side(L),Mid Range,8-16 ft.,shot - 23,shot - 3,MANU vs. DEN,"42.982923, -71.446094",1999-00,1.0
179.0,177.0,2.0,2.0,35.964,90.8608,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,35.32,2.0,0.0,91.3928,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",1999-00,0.0
0.0,0.0,0.0,2.0,0.0,50.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. DEN,"42.982923, -71.446094",1999-00,1.0
0.0,0.0,0.0,36.18,53.4,20.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 12,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2005-06,1.0
0.0,33.0,4.0,3.0,20.304,75.8928,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",1999-00,0.0
117.0,235.0,11.0,59.18,29.964,17.0,33.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
117.0,235.0,8.0,1.0,0.0,38.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",2005-06,0.0
-134.0,76.0,33.1,1.0,0.0,17.0,27.5,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,1.0
46.0,115.0,42.82,1.0,0.0,11.0,32.0,Center(C),Goal Line,8-16 ft.,shot - 18,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
0.0,53.0,2.0,60.18,0.0,75.8928,32.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,1.0
81.0,115.0,55.82,2.0,0.0,21.0,34.0,Center(C),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
53.0,70.0,11.0,3.0,0.0,69.8928,28.0,Right Side(R),Goal Line,8-16 ft.,shot - 33,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
-96.0,-5.0,7.432084497957428,3.0,0.0,75.8928,48.864000000000004,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
0.0,3.0,10.6,3.0,0.0,82.6,33.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,1.0
-53.0,63.0,3.0,3.0,0.0,69.1,28.0,Left Side(L),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
0.0,0.0,52.1,3.0,0.0,34.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ MIL,"43.062206, -87.944754",2005-06,1.0
162.0,242.0,0.0,3.0,33.9,0.0,49.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
0.0,0.0,10.0,4.0,0.0,2.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 12,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,1.0
0.0,0.0,4.0,4.0,38.9,51.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU @ MIL,"43.062206, -87.944754",1999-00,0.0
-18.0,115.0,3.0,31.68,0.0,29.0,31.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",1999-00,1.0
-126.0,68.0,7.0,1.0,0.0,49.6,27.0,Left Side(L),Mid Range,8-16 ft.,shot - 4,shot - 3,MANU @ SAC,"40.361408, -86.186052",2005-06,1.0
-12.0,274.0,0.0,1.0,0.0,35.0,47.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",1999-00,0.0
-68.0,16.0,4.0,31.18,0.0,10.0,26.0,Center(C),Goal Line,Less Than 8 ft.,shot - 30,shot - 3,MANU @ SAC,"40.361408, -86.186052",1999-00,1.0
154.0,55.0,36.81288449795743,2.0,20.304,14.0,36.0,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",1999-00,0.0
-156.0,106.0,0.0,2.0,0.0,39.0,74.364,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",1999-00,0.0
-96.0,16.0,7.0,3.0,39.4,49.0,29.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ SAC,"40.361408, -86.186052",1999-00,1.0
46.0,21.0,35.82,3.0,0.0,39.0,22.5,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",2005-06,0.0
-46.0,31.0,2.0,3.0,0.0,28.0,22.5,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",2005-06,0.0
25.0,42.0,9.0,4.0,0.0,15.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",2005-06,1.0
-147.0,38.0,8.0,13.68,0.0,33.1,70.7,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",2005-06,0.0
-25.0,145.0,28.82,4.0,0.0,14.0,34.0,Center(C),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",2005-06,0.0
-53.0,48.0,1.0,4.0,0.0,57.0,19.2,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU @ IND,"40.361408, -86.186052",1999-00,0.0
106.0,151.0,30.1,1.0,0.0,7.0,54.36400000000001,Right Side Center(RC),Mid Range,16-24 ft.,shot - 54,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,1.0
-96.0,242.0,9.0,1.0,0.0,7.0,46.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
0.0,0.0,3.5,1.0,0.0,44.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ MIN,"46.667324, -94.419250",1999-00,1.0
-154.0,78.0,50.32,1.0,8.9,1.0,37.0,Left Side(L),Mid Range,16-24 ft.,shot - 10,shot - 3,MANU @ MIN,"42.982923, -71.446094",1999-00,0.0
93.0,57.0,0.0,1.0,0.0,4.5,30.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,0.0
55.0,207.0,8.0,2.0,0.0,51.0,41.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ SAC,"46.667324, -94.419250",1999-00,0.0
171.0,1.0,5.932084497957428,2.0,46.804,55.0,37.0,Right Side(R),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
-66.0,242.0,4.0,2.0,0.0,48.1,45.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,1.0
40.0,40.0,11.0,3.0,0.0,9.0,25.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
-154.0,196.0,9.0,3.0,0.0,47.0,44.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 31,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,1.0
-154.0,12.0,6.0,3.0,0.0,31.0,35.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",2005-06,1.0
12.0,186.0,4.0,3.0,0.0,59.0,29.0,Center(C),Mid Range,16-24 ft.,shot - 26,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,1.0
40.0,186.0,3.0,16.18,0.0,16.0,39.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
121.0,78.0,5.0,4.0,0.0,11.0,34.0,Center(C),Mid Range,8-16 ft.,shot - 49,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
-44.0,141.0,0.5,3.2601617308413218,0.0,45.0,28.2,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 3,MANU @ MIN,"46.667324, -94.419250",1999-00,0.0
70.0,5.0,9.0,1.0,56.804,59.6,36.864000000000004,Center(C),Goal Line,Less Than 8 ft.,shot - 32,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,1.0
42.0,89.0,5.0,31.68,0.0,11.0,29.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,0.0
70.0,0.0,0.0,1.0,0.0,0.0,49.5,Mid Ground(MG),Mid Ground Line,Back Court Shot,shot - 37,shot - 3,MANU vs. SEA,"42.982923, -71.446094",2005-06,0.0
20.0,267.0,3.0,2.0,0.0,40.0,46.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,0.0
0.0,400.0,47.32,2.0,53.9,0.0,40.0,Mid Ground(MG),Penalty Spot,Back Court Shot,shot - 37,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,0.0
78.0,156.0,10.0,13.18,31.964,34.0,68.364,Right Side Center(RC),Mid Range,16-24 ft.,shot - 44,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,1.0
-143.0,5.0,8.0,38.18,0.0,33.3928,27.0,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. SEA,"42.982923, -71.446094",2005-06,0.0
0.0,156.0,50.82,3.0,0.0,28.5,40.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 16,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,1.0
0.0,48.0,0.0,3.0,0.0,5.0,26.2,Center(C),Goal Line,Less Than 8 ft.,shot - 12,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,0.0
0.0,104.0,7.0,16.3,0.0,59.0,26.7,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,1.0
0.0,194.0,57.752084497957426,3.5,0.0,60.1,40.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. SEA,"42.982923, -71.446094",1999-00,0.0
